Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Amount Product,Unit Price,Quantity,Purchase Date,Shipping Type,Amount Add-on,Total Amount,Add-on1,Add-on2,Add-on3,Periode
4123,74,Male,No,Smartphone,SKU1001,5,Completed,Cash,103.75,20.75,5,2024-03-18,Express,23.51,127.26,Accessory,None,None,2024-03
4124,75,Male,No,Laptop,SKU1005,3,Completed,PayPal,3247.72,463.96,7,2024-01-12,Express,78.98,3326.7,Impulse Item,Impulse Item,Accessory,2024-01
4125,37,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,145.25,20.75,7,2023-10-11,Overnight,64.8,210.05,Extended Warranty,Extended Warranty,Impulse Item,2023-10
4125,37,Male,No,Smartwatch,SKU1003,3,Completed,Cash,5913.81,844.83,7,2023-12-13,Overnight,0.0,5913.81,None,None,None,2023-12
4125,37,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,7120.71,791.19,9,2024-01-26,Overnight,5.44,7126.15,Impulse Item,None,None,2024-01
4125,37,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,166.0,20.75,8,2024-09-11,Overnight,0.0,166.0,None,None,None,2024-09
4126,26,Female,Yes,Tablet,SKU1002,3,Cancelled,Debit Card,1235.15,247.03,5,2023-11-19,Standard,46.97,1282.1200000000001,Extended Warranty,Accessory,None,2023-11
4126,26,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,3955.95,791.19,5,2024-04-05,Express,95.14,4051.0899999999997,Accessory,Extended Warranty,Accessory,2024-04
4129,69,Male,No,Smartwatch,SKU1003,3,Completed,PayPal,4224.15,844.83,5,2024-02-03,Standard,0.0,4224.15,None,None,None,2024-02
4129,69,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,5068.98,844.83,6,2024-03-26,Express,41.68,5110.66,Impulse Item,Impulse Item,None,2024-03
4129,69,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,186.75,20.75,9,2024-09-10,Standard,44.36,231.11,Impulse Item,Accessory,None,2024-09
4130,24,Female,No,Smartphone,SKU1001,5,Cancelled,PayPal,186.75,20.75,9,2024-01-10,Express,50.25,237.0,Accessory,Extended Warranty,None,2024-01
4132,43,Male,Yes,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,2024-09-15,Standard,0.0,927.92,None,None,None,2024-09
4133,59,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,5068.98,844.83,6,2024-03-21,Standard,42.24,5111.219999999999,Accessory,Impulse Item,None,2024-03
4134,54,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,83.0,20.75,4,2023-10-13,Overnight,29.3,112.3,Accessory,None,None,2023-10
4134,54,Male,Yes,Tablet,SKU1002,3,Completed,PayPal,741.09,247.03,3,2024-06-19,Standard,60.99,802.08,Impulse Item,Extended Warranty,None,2024-06
4136,74,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,3955.95,791.19,5,2024-05-31,Express,0.0,3955.95,None,None,None,2024-05
4137,40,Female,Yes,Tablet,SKU1002,3,Cancelled,Credit Card,1729.21,247.03,7,2023-10-12,Overnight,34.35,1763.56,Impulse Item,None,None,2023-10
4137,40,Female,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,2024-03-16,Overnight,47.25,541.31,Extended Warranty,None,None,2024-03
4137,40,Female,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,2024-04-20,Standard,12.97,4188.610000000001,Extended Warranty,None,None,2024-04
4140,63,Male,No,Smartwatch,SKU1003,3,Cancelled,PayPal,5913.81,844.83,7,2024-05-16,Express,17.86,5931.67,Extended Warranty,Accessory,None,2024-05
4140,63,Male,No,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,2024-07-06,Standard,42.75,1898.59,Accessory,Accessory,None,2024-07
4140,63,Male,No,Tablet,SKU1002,3,Cancelled,PayPal,988.12,247.03,4,2024-08-09,Standard,80.17,1068.29,Impulse Item,Accessory,Accessory,2024-08
4141,56,Male,No,Smartwatch,SKU1003,3,Cancelled,PayPal,1689.66,844.83,2,2023-12-14,Overnight,53.75,1743.41,Impulse Item,Impulse Item,None,2023-12
4141,56,Male,No,Smartphone,SKU1004,2,Completed,PayPal,5538.33,791.19,7,2024-05-18,Express,0.0,5538.33,None,None,None,2024-05
4143,36,Male,No,Laptop,SKU1005,3,Completed,PayPal,1391.88,463.96,3,2024-05-11,Overnight,20.52,1412.4,Accessory,None,None,2024-05
4144,75,Male,No,Smartphone,SKU1004,2,Completed,Cash,6329.52,791.19,8,2023-11-28,Overnight,16.61,6346.13,Impulse Item,None,None,2023-11
4146,49,Male,No,Smartphone,SKU1001,5,Completed,PayPal,83.0,20.75,4,2024-05-06,Standard,83.84,166.84,Impulse Item,Accessory,Extended Warranty,2024-05
4147,80,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1976.24,247.03,8,2024-07-04,Overnight,14.67,1990.91,Extended Warranty,None,None,2024-07
4147,80,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,166.0,20.75,8,2024-07-19,Express,81.32,247.32,Extended Warranty,Extended Warranty,Accessory,2024-07
4148,61,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,247.03,247.03,1,2024-04-11,Overnight,77.65,324.68,Extended Warranty,Accessory,Impulse Item,2024-04
4148,61,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Cash,4224.15,844.83,5,2024-06-08,Overnight,115.58,4339.73,Extended Warranty,Extended Warranty,Impulse Item,2024-06
4150,51,Female,No,Laptop,SKU1005,3,Cancelled,Debit Card,463.96,463.96,1,2023-11-14,Overnight,73.88,537.8399999999999,Extended Warranty,Accessory,None,2023-11
4151,19,Female,No,Smartphone,SKU1001,5,Completed,PayPal,145.25,20.75,7,2024-04-29,Express,0.0,145.25,None,None,None,2024-04
4151,19,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,124.5,20.75,6,2024-08-23,Express,0.0,124.5,None,None,None,2024-08
4152,49,Male,No,Smartwatch,SKU1003,3,Cancelled,PayPal,8448.3,844.83,10,2024-08-05,Standard,85.81,8534.109999999999,Extended Warranty,Impulse Item,None,2024-08
4152,49,Male,Yes,Tablet,SKU1002,3,Completed,PayPal,2470.3,247.03,10,2024-09-07,Overnight,81.87,2552.17,Impulse Item,Extended Warranty,None,2024-09
4155,29,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,5068.98,844.83,6,2024-03-08,Standard,30.63,5099.61,Accessory,None,None,2024-03
4157,34,Male,No,Smartphone,SKU1001,5,Completed,PayPal,145.25,20.75,7,2023-10-08,Express,74.31,219.56,Accessory,Impulse Item,Accessory,2023-10
4159,74,Male,Yes,Smartphone,SKU1004,2,Completed,Credit Card,1582.38,791.19,2,2024-03-13,Standard,84.96,1667.3400000000001,Impulse Item,Extended Warranty,None,2024-03
4160,36,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,166.0,20.75,8,2024-02-17,Express,77.53,243.53,Impulse Item,Accessory,None,2024-02
4160,36,Female,No,Tablet,SKU1002,3,Completed,Cash,2470.3,247.03,10,2024-04-24,Standard,75.18,2545.48,Accessory,Extended Warranty,Accessory,2024-04
4160,36,Female,No,Smartphone,SKU1001,5,Completed,Cash,207.5,20.75,10,2024-09-09,Overnight,24.19,231.69,Extended Warranty,None,None,2024-09
4161,45,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,2470.3,247.03,10,2024-03-25,Overnight,0.0,2470.3,None,None,None,2024-03
4161,45,Female,No,Smartphone,SKU1001,5,Cancelled,PayPal,207.5,20.75,10,2024-07-03,Overnight,53.54,261.04,Impulse Item,Extended Warranty,None,2024-07
4162,22,Female,No,Smartphone,SKU1001,5,Completed,Cash,83.0,20.75,4,2023-09-29,Express,88.84,171.84,Accessory,Extended Warranty,Impulse Item,2023-09
4162,22,Female,No,Laptop,SKU1005,3,Completed,Cash,3711.68,463.96,8,2023-10-15,Standard,23.32,3735.0,Impulse Item,None,None,2023-10
4163,24,Male,No,Smartphone,SKU1004,2,Cancelled,PayPal,4747.14,791.19,6,2023-09-27,Standard,0.0,4747.14,None,None,None,2023-09
4163,24,Male,No,Smartphone,SKU1004,2,Cancelled,PayPal,6329.52,791.19,8,2024-06-16,Express,75.47,6404.990000000001,Impulse Item,Impulse Item,None,2024-06
4164,48,Male,No,Smartphone,SKU1004,2,Completed,PayPal,5538.33,791.19,7,2024-02-14,Express,47.86,5586.19,Accessory,Impulse Item,None,2024-02
4165,22,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1976.24,247.03,8,2024-06-16,Standard,81.12,2057.36,Extended Warranty,Extended Warranty,None,2024-06
4166,50,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1391.88,463.96,3,2024-06-13,Express,80.32,1472.2,Accessory,Accessory,Impulse Item,2024-06
4167,36,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,791.19,791.19,1,2024-03-27,Overnight,129.32,920.51,Impulse Item,Impulse Item,Accessory,2024-03
4168,28,Male,No,Smartphone,SKU1001,5,Cancelled,PayPal,41.5,20.75,2,2024-01-18,Express,67.3,108.8,Accessory,Extended Warranty,None,2024-01
4169,19,Male,No,Smartphone,SKU1004,2,Completed,PayPal,1582.38,791.19,2,2024-07-20,Standard,0.0,1582.38,None,None,None,2024-07
4170,27,Male,No,Laptop,SKU1005,3,Cancelled,Cash,463.96,463.96,1,2023-10-29,Standard,22.13,486.09,Impulse Item,None,None,2023-10
4172,36,Female,No,Smartphone,SKU1004,2,Completed,PayPal,6329.52,791.19,8,2023-10-04,Standard,73.98,6403.5,Impulse Item,Accessory,None,2023-10
4172,36,Female,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,2024-02-01,Overnight,11.14,1593.5200000000002,Accessory,None,None,2024-02
4173,26,Female,Yes,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,2024-02-04,Express,80.43,1936.27,Impulse Item,Impulse Item,Extended Warranty,2024-02
4174,68,Female,No,Laptop,SKU1005,3,Cancelled,PayPal,4175.64,463.96,9,2024-01-21,Express,83.08,4258.72,Impulse Item,Impulse Item,Impulse Item,2024-01
4174,68,Female,Yes,Tablet,SKU1002,3,Completed,PayPal,2223.27,247.03,9,2024-06-07,Overnight,66.05,2289.32,Extended Warranty,Accessory,Accessory,2024-06
4178,43,Male,No,Laptop,SKU1005,3,Completed,Debit Card,1855.84,463.96,4,2023-12-28,Standard,0.0,1855.84,None,None,None,2023-12
4182,40,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,1976.24,247.03,8,2024-06-21,Express,71.71,2047.95,Extended Warranty,Accessory,None,2024-06
4182,40,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,2024-07-12,Standard,95.82,220.32,Impulse Item,Extended Warranty,Accessory,2024-07
4183,53,Female,No,Laptop,SKU1005,3,Completed,PayPal,1855.84,463.96,4,2023-11-20,Express,100.18,1956.02,Extended Warranty,Extended Warranty,Extended Warranty,2023-11
4184,55,Male,No,Smartphone,SKU1001,5,Completed,PayPal,62.25,20.75,3,2024-08-06,Express,0.0,62.25,None,None,None,2024-08
4185,44,Female,No,Laptop,SKU1005,3,Completed,PayPal,3247.72,463.96,7,2024-04-08,Express,101.31,3349.0299999999997,Impulse Item,Impulse Item,Impulse Item,2024-04
4185,44,Female,No,Smartphone,SKU1001,5,Cancelled,PayPal,186.75,20.75,9,2024-04-30,Overnight,44.29,231.04,Impulse Item,Accessory,Impulse Item,2024-04
4188,35,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,7603.47,844.83,9,2023-11-12,Overnight,0.0,7603.47,None,None,None,2023-11
4188,35,Male,No,Smartphone,SKU1001,5,Completed,PayPal,62.25,20.75,3,2023-11-30,Standard,45.16,107.41,Extended Warranty,Extended Warranty,None,2023-11
4189,77,Female,No,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,2024-08-31,Standard,81.35,1563.53,Impulse Item,Accessory,Accessory,2024-08
4192,36,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,1689.66,844.83,2,2023-09-26,Express,81.02,1770.68,Extended Warranty,Extended Warranty,None,2023-09
4192,36,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,6329.52,791.19,8,2023-11-27,Overnight,44.3,6373.820000000001,Extended Warranty,None,None,2023-11
4192,36,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1976.24,247.03,8,2023-12-15,Express,65.89,2042.13,Extended Warranty,Accessory,None,2023-12
4192,36,Female,No,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,2023-12-28,Overnight,24.12,3271.8399999999997,Accessory,None,None,2023-12
4192,36,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,1855.84,463.96,4,2024-01-03,Express,0.0,1855.84,None,None,None,2024-01
4192,36,Female,Yes,Smartphone,SKU1001,5,Completed,Debit Card,145.25,20.75,7,2024-07-19,Standard,0.0,145.25,None,None,None,2024-07
4193,29,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,2534.49,844.83,3,2024-06-21,Express,88.64,2623.1299999999997,Impulse Item,Impulse Item,Impulse Item,2024-06
4195,32,Female,Yes,Smartphone,SKU1004,2,Completed,Debit Card,4747.14,791.19,6,2023-12-21,Standard,49.02,4796.160000000001,Accessory,Extended Warranty,None,2023-12
4195,32,Female,Yes,Smartphone,SKU1004,2,Completed,PayPal,2373.57,791.19,3,2024-05-12,Overnight,104.07,2477.6400000000003,Accessory,Impulse Item,Accessory,2024-05
4195,32,Female,No,Smartphone,SKU1001,5,Completed,Cash,207.5,20.75,10,2024-06-28,Standard,79.15,286.65,Accessory,Accessory,None,2024-06
4196,45,Female,No,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2023-10-08,Overnight,88.32,8536.619999999999,Extended Warranty,Extended Warranty,None,2023-10
4197,58,Male,No,Smartwatch,SKU1003,3,Completed,PayPal,3379.32,844.83,4,2024-01-25,Express,0.0,3379.32,None,None,None,2024-01
4197,58,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,247.03,247.03,1,2024-02-07,Standard,13.32,260.35,Extended Warranty,None,None,2024-02
4203,21,Female,No,Tablet,SKU1002,3,Completed,PayPal,988.12,247.03,4,2024-02-29,Standard,50.54,1038.66,Impulse Item,Extended Warranty,Accessory,2024-02
4204,55,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,3164.76,791.19,4,2023-10-04,Standard,92.84,3257.6000000000004,Extended Warranty,Extended Warranty,Extended Warranty,2023-10
4205,46,Female,No,Laptop,SKU1005,3,Completed,Cash,927.92,463.96,2,2024-08-08,Overnight,0.0,927.92,None,None,None,2024-08
4206,63,Female,No,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,2024-04-23,Express,71.12,133.37,Accessory,Accessory,Impulse Item,2024-04
4207,39,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,2023-10-11,Overnight,18.1,80.35,Impulse Item,None,None,2023-10
4207,39,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,207.5,20.75,10,2023-10-28,Standard,53.85,261.35,Accessory,Accessory,None,2023-10
4207,39,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,1482.18,247.03,6,2024-01-21,Overnight,89.72,1571.9,Extended Warranty,Accessory,None,2024-01
4207,39,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,2373.57,791.19,3,2024-06-28,Express,0.0,2373.57,None,None,None,2024-06
4208,75,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,207.5,20.75,10,2023-09-25,Overnight,0.0,207.5,None,None,None,2023-09
4208,75,Female,No,Tablet,SKU1002,3,Completed,Cash,988.12,247.03,4,2024-01-18,Overnight,0.0,988.12,None,None,None,2024-01
4208,75,Female,No,Smartphone,SKU1004,2,Completed,Cash,5538.33,791.19,7,2024-03-15,Express,50.89,5589.22,Impulse Item,Impulse Item,Impulse Item,2024-03
4208,75,Female,No,Tablet,SKU1002,3,Completed,Credit Card,1729.21,247.03,7,2024-08-13,Express,40.87,1770.08,Impulse Item,Impulse Item,None,2024-08
4209,24,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,3164.76,791.19,4,2023-10-05,Overnight,37.98,3202.7400000000002,Extended Warranty,None,None,2023-10
4209,24,Female,No,Laptop,SKU1005,3,Completed,Cash,463.96,463.96,1,2024-05-23,Overnight,85.2,549.16,Extended Warranty,Impulse Item,None,2024-05
4209,24,Female,No,Smartwatch,SKU1003,3,Completed,PayPal,2534.49,844.83,3,2024-07-07,Standard,36.77,2571.2599999999998,Accessory,Impulse Item,None,2024-07
4210,75,Female,Yes,Smartphone,SKU1004,2,Cancelled,PayPal,5538.33,791.19,7,2023-10-06,Express,0.0,5538.33,None,None,None,2023-10
4210,75,Female,No,Smartphone,SKU1004,2,Completed,Cash,3164.76,791.19,4,2024-06-27,Overnight,0.0,3164.76,None,None,None,2024-06
4211,45,Female,No,Laptop,SKU1005,3,Cancelled,PayPal,3247.72,463.96,7,2023-09-24,Overnight,64.01,3311.73,Accessory,Impulse Item,None,2023-09
4213,50,Male,No,Smartwatch,SKU1003,3,Completed,PayPal,7603.47,844.83,9,2024-05-30,Standard,0.0,7603.47,None,None,None,2024-05
4215,55,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,41.5,20.75,2,2024-05-21,Standard,71.5,113.0,Extended Warranty,Extended Warranty,None,2024-05
4215,55,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,186.75,20.75,9,2024-07-13,Express,0.0,186.75,None,None,None,2024-07
4216,21,Female,No,Smartphone,SKU1004,2,Completed,Cash,4747.14,791.19,6,2024-09-04,Standard,0.0,4747.14,None,None,None,2024-09
4219,18,Female,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,2534.49,844.83,3,2024-05-07,Standard,0.0,2534.49,None,None,None,2024-05
4219,18,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,124.5,20.75,6,2024-05-19,Express,0.0,124.5,None,None,None,2024-05
4220,62,Male,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,7603.47,844.83,9,2023-11-16,Express,0.0,7603.47,None,None,None,2023-11
4222,64,Male,No,Smartwatch,SKU1003,3,Completed,PayPal,7603.47,844.83,9,2024-01-18,Express,10.56,7614.030000000001,Extended Warranty,None,None,2024-01
4223,26,Female,No,Smartphone,SKU1004,2,Completed,PayPal,7911.9,791.19,10,2023-12-06,Overnight,68.75,7980.65,Impulse Item,Extended Warranty,None,2023-12
4224,23,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1235.15,247.03,5,2023-09-24,Standard,89.32,1324.47,Impulse Item,Accessory,Accessory,2023-09
4224,23,Female,No,Smartphone,SKU1004,2,Completed,Cash,3955.95,791.19,5,2023-09-30,Standard,0.0,3955.95,None,None,None,2023-09
4224,23,Female,No,Laptop,SKU1005,3,Completed,PayPal,3247.72,463.96,7,2023-11-14,Express,78.66,3326.3799999999997,Extended Warranty,Impulse Item,Impulse Item,2023-11
4224,23,Female,No,Tablet,SKU1002,3,Completed,Credit Card,1976.24,247.03,8,2024-01-11,Standard,108.42,2084.66,Extended Warranty,Impulse Item,Accessory,2024-01
4224,23,Female,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,5068.98,844.83,6,2024-04-20,Overnight,84.06,5153.04,Extended Warranty,Extended Warranty,Accessory,2024-04
4224,23,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,207.5,20.75,10,2024-07-09,Express,85.14,292.64,Impulse Item,Accessory,Extended Warranty,2024-07
4225,64,Female,No,Laptop,SKU1005,3,Cancelled,Cash,2319.8,463.96,5,2024-02-20,Express,49.92,2369.7200000000003,Impulse Item,Impulse Item,None,2024-02
4226,68,Male,No,Laptop,SKU1005,3,Cancelled,PayPal,3711.68,463.96,8,2024-06-18,Standard,99.69,3811.37,Accessory,Extended Warranty,Extended Warranty,2024-06
4227,50,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,4747.14,791.19,6,2023-11-25,Express,72.29,4819.43,Impulse Item,Accessory,None,2023-11
4227,50,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,2373.57,791.19,3,2023-12-20,Overnight,0.0,2373.57,None,None,None,2023-12
4228,70,Male,No,Smartwatch,SKU1003,3,Completed,PayPal,7603.47,844.83,9,2023-12-05,Overnight,105.5,7708.97,Accessory,Extended Warranty,Impulse Item,2023-12
4229,69,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,1235.15,247.03,5,2023-11-21,Overnight,92.85,1328.0,Accessory,Accessory,Impulse Item,2023-11
4231,29,Male,No,Smartphone,SKU1004,2,Completed,Cash,4747.14,791.19,6,2023-11-09,Overnight,0.0,4747.14,None,None,None,2023-11
4231,29,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,3164.76,791.19,4,2024-05-17,Standard,111.85,3276.61,Accessory,Extended Warranty,Accessory,2024-05
4232,46,Female,No,Tablet,SKU1002,3,Cancelled,PayPal,988.12,247.03,4,2024-02-12,Overnight,76.89,1065.01,Extended Warranty,Extended Warranty,None,2024-02
4232,46,Female,No,Laptop,SKU1005,3,Completed,Cash,463.96,463.96,1,2024-09-19,Express,48.45,512.41,Accessory,None,None,2024-09
4234,66,Male,No,Smartphone,SKU1001,5,Completed,PayPal,186.75,20.75,9,2024-01-07,Standard,118.2,304.95,Accessory,Extended Warranty,Impulse Item,2024-01
4235,30,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,62.25,20.75,3,2024-06-23,Express,37.36,99.61,Impulse Item,Accessory,Extended Warranty,2024-06
4235,30,Female,No,Laptop,SKU1005,3,Completed,Credit Card,2783.76,463.96,6,2024-09-10,Standard,81.67,2865.4300000000003,Accessory,Impulse Item,None,2024-09
4236,39,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,7603.47,844.83,9,2024-07-08,Express,96.36,7699.83,Impulse Item,Extended Warranty,Impulse Item,2024-07
4236,39,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,7603.47,844.83,9,2024-07-30,Express,24.76,7628.2300000000005,Extended Warranty,None,None,2024-07
4236,39,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,2024-09-18,Express,78.83,99.58,Extended Warranty,Impulse Item,Extended Warranty,2024-09
4237,57,Male,No,Laptop,SKU1005,3,Cancelled,Cash,927.92,463.96,2,2023-12-11,Standard,0.0,927.92,None,None,None,2023-12
4238,32,Female,Yes,Smartwatch,SKU1003,3,Completed,PayPal,7603.47,844.83,9,2024-09-13,Express,0.0,7603.47,None,None,None,2024-09
4239,26,Male,No,Laptop,SKU1005,3,Completed,PayPal,2783.76,463.96,6,2023-09-29,Standard,66.88,2850.6400000000003,Accessory,Impulse Item,None,2023-09
4239,26,Male,Yes,Smartphone,SKU1001,5,Cancelled,Cash,62.25,20.75,3,2023-10-23,Overnight,51.32,113.57,Accessory,Accessory,None,2023-10
4240,30,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,791.19,791.19,1,2023-11-24,Overnight,99.19,890.3800000000001,Impulse Item,Extended Warranty,Impulse Item,2023-11
4240,30,Female,No,Laptop,SKU1005,3,Cancelled,Cash,2319.8,463.96,5,2024-03-02,Standard,50.71,2370.51,Accessory,Extended Warranty,None,2024-03
4241,49,Male,No,Smartphone,SKU1001,5,Completed,PayPal,145.25,20.75,7,2023-10-07,Express,22.41,167.66,Accessory,None,None,2023-10
4241,49,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1482.18,247.03,6,2024-05-05,Standard,0.0,1482.18,None,None,None,2024-05
4242,74,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,3955.95,791.19,5,2024-02-11,Standard,45.64,4001.5899999999997,Impulse Item,Accessory,None,2024-02
4244,43,Female,No,Tablet,SKU1002,3,Completed,Debit Card,988.12,247.03,4,2023-09-30,Express,0.0,988.12,None,None,None,2023-09
4244,43,Female,No,Tablet,SKU1002,3,Completed,PayPal,494.06,247.03,2,2024-08-17,Overnight,95.25,589.31,Impulse Item,Impulse Item,Extended Warranty,2024-08
4246,57,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,791.19,791.19,1,2024-06-21,Express,38.49,829.6800000000001,Accessory,None,None,2024-06
4247,52,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,3379.32,844.83,4,2024-01-10,Express,64.41,3443.73,Impulse Item,Extended Warranty,None,2024-01
4247,52,Female,Yes,Tablet,SKU1002,3,Cancelled,Debit Card,1976.24,247.03,8,2024-03-04,Overnight,76.81,2053.05,Accessory,Extended Warranty,None,2024-03
4247,52,Female,Yes,Smartphone,SKU1004,2,Cancelled,Credit Card,6329.52,791.19,8,2024-07-10,Express,0.0,6329.52,None,None,None,2024-07
4250,18,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,2023-11-10,Overnight,0.0,5538.33,None,None,None,2023-11
4250,18,Female,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,2024-04-17,Overnight,0.0,494.06,None,None,None,2024-04
4251,24,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,791.19,791.19,1,2023-11-18,Overnight,26.2,817.3900000000001,Extended Warranty,None,None,2023-11
4253,43,Female,No,Tablet,SKU1002,3,Cancelled,Cash,741.09,247.03,3,2023-12-19,Overnight,59.05,800.14,Impulse Item,Impulse Item,Accessory,2023-12
4254,55,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1482.18,247.03,6,2023-12-30,Overnight,11.42,1493.6000000000001,Accessory,None,None,2023-12
4254,55,Female,No,Tablet,SKU1002,3,Completed,Cash,247.03,247.03,1,2024-01-21,Express,83.63,330.65999999999997,Impulse Item,Extended Warranty,None,2024-01
4255,36,Female,No,Tablet,SKU1002,3,Completed,PayPal,1976.24,247.03,8,2023-10-03,Express,63.8,2040.04,Accessory,Accessory,Extended Warranty,2023-10
4256,56,Male,No,Laptop,SKU1005,3,Completed,Credit Card,4175.64,463.96,9,2024-05-07,Standard,52.97,4228.610000000001,Accessory,Extended Warranty,Extended Warranty,2024-05
4258,46,Male,Yes,Smartphone,SKU1001,5,Cancelled,Debit Card,62.25,20.75,3,2024-02-02,Express,0.0,62.25,None,None,None,2024-02
4258,46,Male,No,Smartphone,SKU1004,2,Cancelled,PayPal,7120.71,791.19,9,2024-04-07,Standard,46.75,7167.46,Extended Warranty,None,None,2024-04
4259,22,Female,No,Smartphone,SKU1004,2,Completed,Cash,4747.14,791.19,6,2024-03-29,Standard,26.43,4773.570000000001,Accessory,None,None,2024-03
4260,50,Male,Yes,Tablet,SKU1002,3,Completed,Cash,1729.21,247.03,7,2024-03-13,Overnight,0.0,1729.21,None,None,None,2024-03
4261,69,Female,No,Smartwatch,SKU1003,3,Completed,Cash,1689.66,844.83,2,2024-02-17,Express,50.61,1740.27,Extended Warranty,Impulse Item,None,2024-02
4261,69,Female,No,Tablet,SKU1002,3,Completed,PayPal,494.06,247.03,2,2024-02-28,Standard,76.98,571.04,Impulse Item,Impulse Item,None,2024-02
4262,34,Female,No,Smartphone,SKU1004,2,Cancelled,PayPal,1582.38,791.19,2,2023-11-23,Overnight,31.01,1613.39,Impulse Item,Impulse Item,None,2023-11
4262,34,Female,No,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,2023-12-05,Express,89.5,1017.42,Impulse Item,Impulse Item,Impulse Item,2023-12
4265,33,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,1582.38,791.19,2,2024-01-23,Overnight,0.0,1582.38,None,None,None,2024-01
4265,33,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,62.25,20.75,3,2024-04-20,Standard,64.33,126.58,Impulse Item,Impulse Item,Impulse Item,2024-04
